vol_id,date_id,compagnie_id,aeroport_dep_id,aeroport_arr_id,meteo_id,cause_id,retard_depart_min,retard_arrivee_min,duree_vol_min,distance_miles,annule,detourne,nb_passagers
15865,20220503,5,8,7,8,1,0,0,259,7486.4,0,0,402
15866,20220319,9,9,12,6,1,0,0,332,4875.7,0,0,457
15867,20220716,9,9,1,4,1,0,7,506,3299.7,0,0,233
15868,20220701,,5,7,8,7,0,7,714,989.0,0,0,260
15869,20240617,5,3,2,10,1,6,6,708,2275.2,1,0,151
15870,20220321,5,8,2,1,5,13,10,285,1923.5,0,0,151
15871,20240625,7,8,2,5,4,0,8,355,5278.3,0,0,277
15872,20241112,2,8,4,2,1,0,0,71,3311.2,0,0,262
15873,20221115,6,7,8,3,5,0,0,328,4444.6,0,0,437
15874,20241019,7,3,4,8,1,0,3,128,6710.2,0,0,163
15875,20231219,1,12,1,2,1,0,0,269,5891.6,1,1,217
15876,20240324,4,7,,2,3,0,0,99999,7337.8,0,0,483
15877,20220819,1,3,5,1,1,0,3,614,7134.0,0,0,156
15878,20220614,4,10,1,4,1,20,18,344,4224.7,0,0,78
15879,20220704,4,9,2,7,3,40,36,548,4816.0,0,0,290
15880,20231116,2,9,2,8,1,0,0,591,1426.3,0,0,471
15881,20240305,7,10,7,4,1,0,0,310,3443.7,0,0,210
15882,20230605,4,9,3,3,1,23,31,582,6531.7,0,0,353
15883,20240330,6,10,10,2,1,0,2,250,5543.5,0,0,237
15884,20230429,8,1,9,1,1,0,5,128,4379.8,0,0,438
15885,20240910,10,6,10,8,1,0,3,625,6340.6,0,0,87
15886,20231115,7,5,9,2,1,0,10,575,3628.9,0,0,499
15887,20220416,7,5,12,9,1,0,1,83,904.1,0,0,427
15888,20240302,2,10,4,6,1,68,74,468,2178.1,0,0,347
15889,20241122,6,2,,4,1,6,2,428,2375.9,0,0,134
15890,20241029,5,10,2,1,1,0,7,634,3503.1,0,0,387
15891,20240605,4,4,10,2,1,32,42,255,901.3,0,0,237
15892,20220718,1,3,5,1,1,0,0,341,3837.6,0,0,374
15893,20240102,8,11,1,2,1,0,4,334,1352.9,0,0,397
15894,20240903,6,,6,10,2,52,54,528,2852.6,0,0,262
15895,20240821,2,2,5,2,1,0,10,351,2031.8,0,0,156
15896,20240417,7,12,10,2,1,0,4,494,2970.7,0,0,84
15897,20230320,6,3,9,1,5,0,5,674,4770.7,0,0,291
15898,20241218,2,2,5,3,8,0,10,577,4927.4,0,0,426
15899,20241101,4,12,7,4,1,0,6,495,4140.3,0,0,278
15900,20230930,8,3,11,1,1,0,0,159,3847.8,0,0,224
15901,20221107,5,3,7,5,4,32,34,699,5342.6,0,0,94
15902,20231003,1,6,3,1,1,0,0,277,864.0,0,0,342
15903,20231205,4,2,7,1,1,0,0,468,653.5,0,0,132
15904,20220610,3,7,9,4,6,59,66,458,7216.5,0,0,273
15905,20230127,6,5,1,1,4,0,1,448,3195.7,0,0,67
15906,20241030,3,5,11,4,3,35,38,538,5684.0,0,0,114
15907,20231208,7,2,12,7,4,15,24,408,2135.0,0,0,418
15908,20230623,2,9,11,6,1,0,0,240,3709.3,0,0,216
15909,20230324,4,2,7,2,1,32,35,398,1524.0,0,0,367
15910,20220328,5,12,2,2,1,0,0,226,3766.9,0,0,540
15911,20240804,4,4,10,8,1,0,0,608,2673.5,0,0,331
15912,20240222,7,8,6,8,1,0,10,372,813.1,0,0,528
15913,20230409,4,9,2,3,1,14,16,388,7819.2,0,0,481
15914,20240218,6,7,3,2,8,0,4,408,1848.1,0,0,495
15915,20241120,4,1,1,1,1,0,0,639,1495.2,0,0,277
15916,20230418,8,11,9,2,6,12,10,686,4440.6,0,0,489
15917,20220607,5,12,11,6,3,19,15,587,1124.7,0,0,301
15918,20231016,3,8,1,5,1,0,7,630,2045.3,0,0,376
15919,20240730,3,1,11,1,5,0,9,625,1363.3,0,0,255
15920,20220301,10,3,12,1,1,0,0,250,4826.2,0,0,325
15921,20230801,8,3,8,9,1,90,86,479,576.5,0,0,254
15922,20240302,3,8,3,4,1,31,40,709,8990.2,0,0,297
15923,20220503,9,5,8,8,1,0,0,661,5848.1,0,0,420
15924,,2,10,4,1,1,0,0,235,642.5,0,0,74
15925,20221112,5,5,9,10,2,94,101,430,8160.1,0,0,437
15926,20220913,7,11,10,2,1,0,3,559,8234.8,0,0,510
15927,20230206,8,5,2,4,1,0,0,101,3885.1,0,0,154
15928,20240102,9,7,6,1,1,0,0,571,6317.2,0,0,171
15929,20240623,3,,7,8,1,0,2,235,4176.5,0,0,426
15930,20230806,3,12,2,9,1,216,219,622,1353.9,0,0,240
15931,20240514,3,9,1,2,1,0,3,210,4636.9,0,0,104
15932,20221001,7,9,3,3,1,0,0,486,6459.4,0,0,237
15933,20241030,3,3,6,4,1,24,22,156,6258.2,0,0,543
15934,20230524,1,8,12,8,1,0,7,67,7211.9,0,0,302
15935,20230701,10,12,10,2,8,0,2,481,2488.4,0,0,218
15936,20230712,10,12,10,4,1,0,9,366,1330.6,0,0,141
15937,20221019,5,7,5,2,7,0,3,494,2144.7,0,0,371
15938,20240707,1,11,2,1,2,0,8,269,6488.6,0,0,319
15939,20240917,6,12,4,3,4,0,10,692,4941.7,0,0,389
15940,20230304,6,2,4,1,5,0,1,576,4425.9,0,0,492
15941,,2,5,11,1,8,0,3,698,5220.2,0,0,347
15942,20221018,1,5,2,2,1,0,0,0,5775.7,0,0,227
15943,20220615,3,10,5,2,1,-295,4,292,4682.3,0,0,477
15944,20240103,10,9,5,1,1,0,0,669,7316.6,0,0,542
15945,20240210,8,10,1,3,1,0,1,327,2438.6,0,0,208
15946,20220421,8,9,4,5,5,80,88,481,812.9,0,0,476
15947,20220818,3,1,10,3,4,0,7,709,4224.7,0,0,90
15948,20220122,10,5,1,4,1,59,62,586,2360.0,0,0,207
15949,20240222,6,2,6,2,1,0,3,711,1706.6,0,0,500
15950,20231103,9,3,11,2,1,15,12,563,5635.9,0,0,399
15951,20220913,4,9,11,2,6,8,8,345,6640.0,0,0,225
15952,20220913,4,2,1,6,1,0,0,618,991.3,0,0,75
15953,20230221,10,8,2,4,1,0,0,470,7567.7,0,0,242
15954,20230714,6,8,4,10,1,100,106,189,515.6,0,0,84
15955,20241228,5,12,8,1,1,0,2,303,3682.3,0,0,260
15956,20221101,7,5,7,1,1,0,0,574,6064.5,0,0,231
15957,20240705,5,4,10,10,1,0,10,594,1014.6,0,0,10000
15958,20221220,2,4,5,2,1,0,10,296,6200.6,0,0,243
15959,,8,9,3,1,1,0,4,597,4985.9,0,0,468
15960,20220703,8,4,8,2,1,0,7,602,760.5,0,0,143
15961,20231111,10,4,9,2,1,0,0,214,381.4,0,0,144
15962,20240719,2,1,9,1,1,0,0,718,544.0,0,0,418
15963,20230915,3,2,1,2,2,0,6,484,8758.8,0,0,186
15964,20230107,9,3,8,3,1,0,3,550,6223.3,0,1,490
15965,20220922,5,11,7,1,1,0,10,462,2068.6,0,0,154
15966,20220713,2,2,4,3,1,0,3,625,2592.4,0,0,414
15967,20230913,4,5,10,1,1,0,2,702,7973.7,0,0,460
15968,20230409,1,10,4,6,1,0,0,327,367.4,0,0,306
15969,20240405,8,1,6,2,1,0,3,416,4574.1,0,0,470
15970,20240216,4,2,7,4,1,0,0,224,470.9,0,0,500
15971,20231128,7,3,2,7,1,0,9,370,1421.4,0,0,498
15972,20230221,2,4,5,5,1,0,9,62,3200.6,0,0,355
15973,20231224,2,3,10,2,1,0,2,541,7062.1,0,0,141
15974,20240919,5,10,7,5,1,0,10,595,1741.0,0,0,163
15975,20220325,10,5,7,4,1,0,0,124,5330.8,0,0,532
15976,20230207,2,7,2,4,1,46,45,473,1574.0,0,0,78
15977,20240122,7,10,4,3,1,0,1,447,6663.2,0,0,241
15978,20230409,2,1,,1,5,0,0,319,1771.3,0,0,384
15979,20240115,4,9,6,1,8,0,0,434,2550.7,0,0,9999
15980,20231106,3,4,1,3,1,0,3,526,4255.2,0,0,241
15981,20241118,4,2,12,2,1,0,0,80,1077.2,0,0,546
15982,20220315,7,7,1,3,4,0,10,143,2917.6,0,0,537
15983,20241009,7,3,10,8,1,0,5,222,249.7,0,0,195
15984,20220524,10,4,5,4,1,100,104,511,7649.5,0,0,174
15985,20240827,6,6,1,1,1,0,5,328,2870.6,0,0,197
15986,20221116,10,12,3,2,1,0,1,393,2994.1,0,0,448
15987,20240814,9,4,,4,1,45,46,680,1605.8,0,0,294
15988,,5,10,8,2,1,0,9,355,3699.2,0,0,424
15989,20240303,8,4,3,10,1,48,46,142,2751.7,0,0,383
15990,,2,5,3,1,1,0,8,441,1644.5,0,0,104
15991,20240102,,11,1,1,1,0,5,172,8367.6,0,0,232
15992,20220805,9,1,10,10,1,24,29,574,6045.8,0,0,380
15993,20220729,3,5,8,3,3,0,0,466,4550.0,0,0,106
15994,20220413,6,4,3,2,1,0,0,503,4819.3,0,0,480
15995,20241024,7,10,12,5,1,0,0,196,6150.5,0,0,527
15996,20230427,6,9,8,1,1,0,0,303,2539.0,0,0,474
15997,20230507,9,8,2,4,1,0,0,164,5128.2,0,0,362
15998,20240622,9,3,3,1,1,0,0,367,5715.3,0,0,268
15999,20220308,2,9,7,1,2,0,0,363,6682.8,0,0,292
16000,20240605,3,10,3,2,7,17,15,618,7815.8,0,0,398
16001,20230406,1,8,1,3,2,0,2,416,7992.8,0,0,504
16002,20230803,2,3,2,3,1,0,0,656,1612.1,0,0,169
16003,20220324,10,3,1,2,1,0,5,395,2485.2,0,0,343
16004,20220911,7,2,12,2,1,0,3,174,591.5,0,0,137
16005,20240728,7,3,6,4,1,38,43,266,3891.3,0,0,358
16006,20221025,7,11,7,8,1,0,7,469,5228.7,0,0,95
16007,20220812,6,1,3,1,1,0,8,546,4497.4,0,0,116
16008,20231016,8,11,9,1,1,0,9,450,3781.6,0,0,525
16009,20240708,4,7,,2,1,34,44,497,4391.3,0,0,223
16010,20220902,9,10,11,1,1,0,3,405,8406.0,0,0,137
16011,20231118,7,1,3,2,2,0,9,550,5862.8,0,0,101
16012,20240916,6,12,10,4,1,0,10,503,7065.4,0,0,161
16013,20240417,10,7,10,1,1,0,3,670,2710.2,0,0,83
16014,20230930,9,7,2,10,1,0,10,593,6670.0,0,0,274
16015,20241125,6,5,6,4,1,0,0,669,7756.6,0,0,102
16016,20240927,5,2,6,1,1,0,1,470,4477.9,0,0,432
16017,20230922,-1,5,1,10,1,66,62,416,5758.0,0,0,180
16018,20230413,1,3,11,4,1,27,37,247,2308.8,0,0,119
16019,20240113,2,,8,3,1,0,0,261,1373.2,0,0,255
16020,20221020,10,4,12,2,1,0,0,290,2129.1,0,0,483
16021,,8,11,5,4,6,-267,0,615,927.8,0,0,265
16022,20240227,8,1,3,2,1,0,10,215,1400.2,0,0,87
16023,20231124,8,10,12,1,4,0,1,60,6520.9,0,0,389
16024,20230223,3,1,3,2,1,0,1,175,4632.7,0,0,532
16025,20231230,7,2,12,1,4,0,0,589,7450.5,0,0,358
16026,20220528,0,1,7,2,1,0,3,668,4033.4,0,0,371
16027,20220912,5,6,7,3,1,0,0,93,3269.1,0,0,394
16028,20220813,7,5,9,1,2,0,7,114,613.9,0,0,152
16029,20221103,9,5,8,1,1,0,0,213,4259.8,0,0,457
16030,20240907,4,1,3,2,1,35,31,396,2420.0,0,0,228
16031,20230322,1,10,8,3,1,0,0,217,1365.6,0,0,233
16032,20220623,7,10,5,3,1,0,3,263,1533.5,0,0,118
16033,20240213,6,12,5,1,1,0,0,500,1987.9,0,0,520
16034,20220812,2,3,6,1,1,0,6,694,6232.9,0,0,545
16035,20220307,2,11,1,1,1,0,0,617,6630.5,0,0,185
16036,20230526,3,5,6,1,1,0,1,719,952.7,0,0,83
16037,20220418,1,12,9,1,1,0,2,592,5474.4,0,0,490
16038,20220224,9,9,8,1,3,0,8,649,2864.0,0,0,514
16039,20240914,10,9,1,2,1,0,8,604,8756.3,0,0,173
16040,20240430,4,7,6,2,1,0,0,338,6370.5,0,0,495
16041,20220517,6,2,4,3,5,12,7,494,2434.5,0,0,519
16042,20230829,10,5,8,2,7,0,0,160,8714.3,0,0,535
16043,20240313,2,8,7,2,1,-52,0,545,7110.2,0,0,350
16044,20230307,4,12,10,5,1,0,0,624,5952.6,0,0,70
16045,20220129,1,9,4,2,1,0,9,182,1281.7,0,0,94
16046,20220319,6,9,12,3,1,0,10,549,803.9,0,0,521
16047,20240925,2,5,8,1,1,0,5,134,4032.6,0,1,133
16048,20220325,1,11,9,1,1,15,19,352,5138.0,0,0,207
16049,20230409,9,3,8,7,1,195,200,261,4571.6,0,0,420
16050,20220611,2,10,11,1,2,0,5,204,8331.3,0,0,377
16051,20240605,6,3,10,1,1,0,0,134,1138.7,0,0,374
16052,20240115,2,5,7,8,7,0,0,564,6911.1,0,0,179
16053,20240806,,12,9,1,1,0,10,635,821.3,0,0,468
16054,20241120,8,1,11,3,7,0,1,225,4536.6,0,0,388
16055,20230206,6,,12,9,3,135,145,335,5372.4,0,0,485
16056,20240715,1,9,8,7,7,0,4,719,2907.7,0,0,392
16057,20231024,6,11,10,1,1,0,0,208,5729.5,0,0,401
16058,20231107,3,1,10,4,1,0,7,623,8735.8,0,0,443
16059,20240604,4,6,11,6,1,0,0,637,2718.4,0,0,425
16060,20220209,9,3,6,1,1,0,0,512,3230.1,0,0,78
16061,20240225,9,9,7,8,1,0,10,492,3124.8,0,0,418
16062,20230505,2,3,2,3,7,0,7,195,3245.0,0,0,456
16063,20240917,2,8,5,1,1,0,8,709,3076.8,0,0,271
16064,20230520,9,10,4,2,1,0,0,488,2503.3,0,0,307
16065,20230210,2,12,3,5,1,119,129,317,2886.4,0,0,521
16066,20230410,5,3,2,1,1,0,0,314,8263.8,0,0,407
16067,20220708,9,8,11,3,1,24,27,420,1019.8,0,0,321
16068,20231111,4,8,5,10,1,86,92,498,4222.0,0,0,449
16069,20220815,3,2,9,2,1,0,8,559,6978.8,0,0,530
16070,20231119,10,5,11,3,1,0,0,589,5400.4,0,0,302
16071,20240207,3,8,9,10,1,0,5,674,8474.2,0,0,303
16072,20240311,10,6,1,8,1,28,30,449,2281.0,0,0,84
16073,20240314,1,2,8,4,1,25,27,213,4051.6,0,0,132
16074,20230320,5,10,4,3,1,0,0,418,inconnu,0,0,100
16075,20231002,1,4,,1,1,0,9,545,3041.9,0,0,136
16076,20241009,3,10,4,2,7,16,18,350,5036.5,0,0,450
16077,20240131,4,3,6,1,1,5,13,612,4733.8,0,0,351
16078,20230623,,8,12,5,1,0,8,480,4102.6,0,0,375
16079,20241031,6,2,1,8,1,0,0,109,5217.5,0,0,162
16080,20230908,3,5,7,3,4,0,0,709,812.5,0,0,93
16081,20240101,10,2,10,8,1,0,0,631,5275.7,0,0,451
16082,20240206,3,2,12,1,6,0,0,695,5873.6,0,0,333
16083,20220727,7,10,12,3,7,-129,0,633,4817.2,0,0,377
16084,20240712,1,9,10,2,1,0,10,108,4730.6,0,0,82
16085,20230710,5,11,3,1,1,-13,9,526,1705.4,0,0,216
16086,20221006,,7,2,1,1,0,0,580,1161.4,0,0,196
16087,20230528,5,9,1,3,8,0,0,591,2502.7,0,0,307
16088,20241202,7,5,4,2,1,0,7,223,930.7,0,0,347
16089,20230815,1,4,10,3,1,0,0,576,6788.8,0,0,373
16090,20230102,6,9,5,3,1,0,9,199,4352.7,0,0,71
16091,20220913,3,2,9,3,1,0,9,439,1184.7,0,0,61
16092,20221225,3,12,3,2,1,0,0,414,4559.7,0,0,479
16093,20220130,5,5,3,3,1,0,5,655,3603.8,0,0,214
16094,20221207,9,1,2,1,1,7,16,92,5221.6,0,0,513
16095,20220909,3,1,9,2,1,0,4,552,6394.2,0,0,491
16096,20230725,6,4,2,10,1,0,0,397,1356.1,0,0,344
16097,20240217,8,4,9,1,5,11,11,369,8977.6,0,0,238
16098,20241124,3,8,12,2,1,-15,9,680,3603.7,0,0,171
16099,20220219,4,11,3,1,1,0,1,507,4171.9,0,0,413
16100,20220912,3,7,9,1,6,0,10,515,8659.3,0,0,390
16101,20230824,9,5,5,6,1,111,110,656,8685.8,0,0,439
16102,20231114,6,4,12,2,7,0,4,485,7813.7,0,0,352
16103,20241007,1,3,10,1,1,0,0,145,8252.3,0,0,404
16104,20230314,3,12,3,1,1,0,3,259,8606.0,0,0,161
16105,20220323,99,7,11,10,5,26,23,572,7467.9,0,0,274
16106,20240602,4,1,4,10,1,103,111,218,6160.3,0,0,361
16107,20230422,6,1,12,1,1,13,20,77,7582.8,0,0,362
16108,20220826,1,4,2,2,7,0,4,312,4557.0,0,0,541
16109,20240202,3,8,1,3,1,22,21,83,7923.5,0,0,305
16110,20220312,,3,1,3,5,0,0,515,3747.8,0,0,535
16111,20241030,2,5,2,1,1,0,4,364,3236.5,0,0,64
16112,20230503,9,9,8,1,1,0,1,309,3485.8,0,0,396
16113,20220329,9,3,5,3,5,0,0,571,5280.2,0,0,119
16114,20220920,2,6,9,1,7,0,9,682,8312.2,0,0,526
16115,20220401,9,3,5,2,1,0,0,122,1106.4,0,0,100
16116,20241129,9,12,7,1,1,0,2,390,8464.0,0,0,72
16117,20241201,10,10,7,2,1,0,3,623,3980.3,0,0,431
16118,20230419,5,7,6,9,1,0,4,720,3470.3,0,0,336
16119,20240914,5,7,3,4,1,0,3,74,5982.5,0,0,150
16120,20240620,1,7,3,2,8,0,0,627,8267.0,0,0,467
16121,20230821,1,7,4,2,8,0,6,221,8469.2,0,0,209
16122,20240706,7,8,9,2,1,0,0,500,8688.0,0,0,378
16123,20220515,6,9,4,2,1,0,6,666,1891.4,0,0,451
16124,20240312,2,5,2,4,1,0,1,569,3073.5,0,0,434
16125,20240423,6,5,2,4,1,5,6,95,2396.1,0,0,124
16126,20230731,5,11,5,3,3,0,2,611,5499.7,0,0,482
16127,20220216,2,4,3,8,7,7983,3,415,4623.7,0,0,541
16128,20240426,6,11,10,7,3,0,1,280,5424.7,0,0,151
16129,20220417,1,5,1,3,1,0,0,215,5634.4,0,0,408
16130,20240717,8,5,,2,1,0,8,583,6243.5,0,0,325
16131,20240109,4,3,10,2,4,5,6,92,3304.9,0,0,513
16132,20220218,1,9,1,2,1,0,0,264,7440.3,0,0,159
16133,20230817,2,12,10,2,7,0,4,558,2631.4,0,0,242
16134,20230810,7,4,11,4,1,0,8,156,2104.3,0,0,386
16135,20240520,3,12,7,2,4,0,3,405,4465.6,0,0,346
16136,20231003,1,1,10,2,1,0,0,376,3844.8,0,0,65
16137,20220411,7,9,3,7,1,0,10,212,403.8,0,0,263
16138,20230824,3,2,10,2,1,0,0,223,803.7,0,0,405
16139,20220417,3,1,6,1,1,0,0,357,1353.8,0,0,223
16140,20220529,10,8,7,1,1,0,0,93,1980.5,0,0,511
16141,20231001,6,8,6,1,1,0,8,90,2965.7,0,0,267
16142,20230507,4,12,6,2,1,0,0,433,5995.2,0,0,529
16143,20220725,5,8,12,3,1,0,8,655,2273.7,0,0,398
16144,20230402,4,9,1,4,1,0,9,93,7128.6,0,0,215
16145,20230123,6,6,1,5,1,0,9,295,391.3,0,0,263
16146,20230827,5,2,3,2,1,0,0,527,6983.4,0,0,154
16147,20241111,6,11,1,1,6,0,6,495,7751.3,0,0,502
16148,20220406,2,12,9,7,1,0,0,256,1541.1,0,0,381
16149,20221206,10,9,3,1,1,0,0,187,473.5,0,0,542
16150,20220227,1,6,5,3,7,0,1,240,6920.1,0,0,221
16151,20241028,10,1,7,1,1,0,6,697,2627.6,0,0,189
16152,20241111,3,6,5,1,1,0,0,453,5788.0,0,0,201
16153,20240723,9,7,12,1,1,0,7,465,680.8,0,0,503
16154,20230812,3,10,8,1,1,0,6,323,4056.6,0,0,286
16155,20220605,5,12,3,7,4,76,80,113,3728.1,0,0,341
16156,20231026,5,9,4,4,1,-237,0,423,2159.7,0,0,258
16157,20230802,,8,3,2,1,0,5,402,3990.9,0,0,457
16158,20230310,7,,9,2,1,0,6,656,7059.2,0,0,498
16159,20220521,1,11,2,2,3,0,5,544,304.3,0,0,112
16160,20240430,7,3,1,8,1,0,0,622,7599.8,0,0,85
16161,20220322,8,5,2,1,1,0,0,555,4988.1,0,0,379
16162,20220108,1,7,9,7,1,0,0,229,6285.3,0,0,204
16163,20220324,9,2,1,1,1,0,0,221,3531.0,0,0,82
16164,20231206,7,4,9,1,1,0,2,640,4106.8,0,0,254
16165,20230410,10,3,4,1,1,0,7,190,3547.3,0,0,494
16166,20220910,8,3,9,3,6,14,21,502,6527.8,0,0,325
16167,20220302,8,10,7,8,5,0,0,209,4964.8,0,0,399
16168,20220529,5,6,8,1,1,0,0,354,2162.6,0,0,142
16169,20241210,,9,8,1,1,0,0,130,3212.6,0,0,138
16170,20230325,5,6,10,4,1,93,89,376,5678.6,1,1,112
16171,20220522,8,1,8,3,1,0,3,391,5687.6,0,0,222
16172,,7,1,12,1,1,0,0,452,6132.9,0,0,511
16173,20220621,8,5,4,10,1,8204,35,259,6324.6,0,0,418
16174,20240307,4,12,9,3,4,0,0,202,2304.3,0,0,456
16175,20220917,4,3,7,10,1,55,54,516,2123.5,0,0,462
16176,20240608,7,4,9,1,8,0,7,290,1485.6,0,0,457
16177,20241026,6,7,2,1,1,0,7,714,2978.0,0,0,361
16178,20240527,2,12,7,1,1,0,2,586,8435.9,0,0,490
16179,20231222,8,5,1,3,1,0,1,375,252.5,0,0,543
16180,20240912,2,10,5,8,5,0,0,706,4418.8,0,0,446
16181,20231015,8,1,9,1,1,0,0,338,3372.6,0,0,236
16182,20220717,2,6,9,1,1,0,0,270,5767.9,0,0,435
16183,20220314,3,11,2,2,1,3481,0,711,299.8,0,0,545
16184,20220130,8,9,1,3,1,0,0,116,4442.9,0,0,184
16185,20240604,9,4,3,3,5,63,61,436,207.7,0,0,537
16186,20231213,4,2,9,1,1,0,0,467,7106.9,0,0,122
16187,20230430,4,2,1,6,1,0,2,117,2422.1,0,0,222
16188,20220511,3,2,9,4,4,0,8,351,8740.4,0,0,129
16189,20220503,10,10,2,6,1,93,89,251,2065.0,0,0,181
16190,20220319,6,5,2,10,1,0,5,300,3752.3,0,0,212
16191,20240517,,4,11,3,8,0,5,469,2723.9,0,0,144
16192,,6,12,6,2,1,0,7,87,2261.6,0,0,93
16193,20241006,6,6,11,2,1,0,0,228,1052.9,0,0,495
16194,20240513,7,6,11,1,1,0,0,149,1447.9,0,0,404
16195,20220208,2,2,9,1,1,0,0,418,759.5,0,0,315
16196,20241227,7,8,11,4,1,31,36,182,4509.1,0,0,335
16197,20230429,8,6,5,3,2,0,10,335,5531.5,0,0,263
16198,20241018,5,11,1,1,1,0,0,418,1639.9,0,0,260
16199,20220715,2,6,8,5,1,101,111,536,7018.4,0,0,112
16200,20230119,1,1,2,1,1,0,0,568,1456.9,0,0,182
16201,20241028,2,9,10,1,1,0,2,269,2574.4,0,0,360
16202,20221210,8,11,7,1,1,0,0,207,5468.0,0,0,414
16203,20220824,1,7,5,3,1,0,0,643,7985.1,0,0,102
16204,20240120,3,10,2,2,4,0,0,712,2479.5,0,0,70
16205,20230522,1,2,4,3,1,0,5,73,4921.4,0,0,459
16206,20231120,6,5,2,2,1,0,0,140,8059.0,0,0,301
16207,20220609,3,3,11,2,1,0,0,221,334.3,0,0,161
16208,20220225,2,6,8,1,1,0,0,95,2946.6,0,0,161
16209,20240130,4,5,11,2,1,0,4,133,6923.0,0,0,438
16210,20230401,8,1,5,3,1,0,9,639,4734.4,0,0,111
16211,,10,9,4,5,1,206,209,394,8599.9,0,0,190
16212,20220226,10,9,12,3,1,0,0,304,3427.5,0,0,445
16213,20220604,9,1,9,2,1,10,10,219,3851.7,0,0,415
16214,20240721,8,11,1,10,1,36,37,470,1260.9,0,0,487
16215,20231013,2,3,9,1,1,0,4,110,2965.0,0,0,361
16216,20230714,10,4,8,3,1,6973,10,711,1974.7,0,0,494
16217,20221219,2,1,2,2,1,6,5,612,3646.3,0,0,423
16218,20231004,5,11,9,3,1,0,1,494,8144.8,0,0,422
16219,20241010,5,4,12,1,1,0,4,125,7928.2,0,0,0
16220,20220624,10,8,11,2,1,0,7,629,352.1,0,0,449
16221,20220813,1,1,12,1,1,0,3,112,758.6,0,0,378
16222,20240113,4,1,11,2,1,0,8,584,5893.5,0,0,495
16223,20230302,3,4,3,10,1,0,7,424,5453.7,0,0,177
16224,20230608,3,1,12,3,1,0,0,679,#ERR,0,0,322
16225,20240926,8,10,8,1,1,0,6,484,8978.4,0,0,178
16226,20220610,6,4,11,3,2,0,8,426,288.8,0,0,149
16227,20241123,3,6,9,9,6,43,38,352,887.6,0,0,266
16228,20240202,7,12,6,1,1,0,8,402,7843.1,0,0,327
16229,20240104,9,8,11,1,1,0,6,289,7537.2,0,0,118
16230,20220103,6,5,7,1,2,0,3,338,6249.1,0,0,288
16231,20220313,8,4,12,2,1,0,10,244,8249.0,0,0,437
16232,20221217,8,9,3,2,1,0,5,80,6358.2,0,0,486
16233,20240526,3,9,4,1,1,9165,9,138,391.8,0,0,256
16234,20221227,4,3,4,1,1,0,4,550,4374.7,0,0,392
16235,20241107,6,9,7,1,5,-23,5,493,5070.3,0,0,118
16236,20240603,1,2,12,3,1,50,59,215,2668.7,0,0,262
16237,20230701,7,3,5,1,1,0,3,494,7965.5,0,0,129
16238,20230201,9,8,2,1,1,0,10,155,4053.3,0,0,190
16239,20230322,7,8,4,9,1,141,136,366,8105.3,0,0,526
16240,20220829,8,10,10,3,1,0,0,537,7241.5,0,0,131
16241,20240921,10,2,7,1,1,0,9,567,4354.4,0,0,426
16242,20240313,4,12,6,6,4,0,6,355,1465.9,0,0,167
16243,20240206,8,12,8,2,1,0,1,613,3515.7,0,0,423
16244,20220226,3,8,2,8,1,0,0,671,3765.7,1,1,225
16245,20231014,2,1,5,1,6,0,9,625,1974.3,0,0,516
16246,20240710,2,1,9,2,1,0,8,511,2909.1,0,0,112
16247,20241109,2,6,1,5,7,78,81,610,6943.3,0,0,129
16248,20230818,3,7,11,2,1,0,1,464,8805.2,0,0,473
16249,20220227,4,2,5,4,5,0,2,673,8525.3,0,0,428
16250,20220907,7,10,11,3,1,0,0,464,5921.1,0,0,419
16251,20221207,7,7,11,1,1,0,7,397,1978.0,0,0,209
16252,20230519,2,6,9,1,1,0,1,594,6042.2,0,0,237
16253,20220905,4,4,6,1,1,0,0,499,220.6,0,0,247
16254,20240317,3,6,11,1,2,0,0,421,6169.4,0,0,263
16255,20230120,6,2,8,2,1,0,5,180,3317.7,0,0,126
16256,20241023,7,1,12,2,2,0,7,563,5514.3,0,0,241
16257,20220209,4,5,2,2,6,0,9,87,4541.6,0,0,205
16258,20220803,8,8,9,2,1,-167,10,661,5015.2,0,0,204
16259,20240910,10,5,8,3,6,0,0,708,N/A,0,0,439
16260,20220115,9,6,1,10,1,0,9,568,8001.1,0,0,106
16261,20230312,4,5,10,3,1,0,0,152,6468.8,0,0,209
16262,20220517,10,9,6,2,5,0,0,703,437.1,0,0,493
16263,20230402,3,9,6,2,4,0,4,512,3463.1,0,0,458
16264,20221022,1,4,11,4,1,0,0,203,5184.4,0,0,400
16265,20220708,9,6,12,2,1,39,41,304,268.4,0,0,303
16266,20240202,5,11,4,2,1,0,0,333,7524.1,0,0,351
16267,20240216,5,12,,2,1,0,0,406,6161.3,0,0,139
16268,20220729,10,11,2,4,8,105,104,275,6755.3,0,0,337
16269,20220319,3,10,2,3,7,0,0,111,6652.2,0,0,186
16270,20240804,10,10,1,2,6,0,4,527,2188.6,0,0,376
16271,20230829,6,8,10,3,7,0,10,292,4399.3,0,0,438
16272,20230830,1,5,9,3,6,0,5,592,6438.7,0,0,443
16273,20220326,6,10,4,7,6,7,12,229,1737.2,0,0,273
16274,20220426,5,12,1,1,1,0,9,255,3393.3,0,0,397
16275,20230219,5,12,4,1,1,0,9,281,2275.4,0,0,250
