incident_id,date_id,compagnie_id,aeroport_id,type_incident_id,severite_score,duree_immobilisation_h,cout_incident_usd,nb_passagers_affectes,resolu
511,20240704,4,1,10,2,23.8,920894.28,200,1
512,20220326,10,1,5,2,4.2,433519.04,276,0
513,20240603,3,1,7,4,28,1056089.15,444,1
514,20240421,5,3,7,3,48.4,1195375.43,114,0
515,20220330,8,10,3,2,30.9,1829926.59,239,1
516,20220727,2,5,1,3,7.9,665876.68,226,0
517,20220111,3,12,6,4,23.8,1336531.42,123,1
518,20230328,5,9,7,3,31.6,997955.42,498,1
519,20230418,9,12,5,1,49,1612912.78,490,1
520,20221230,6,6,5,3,7.1,990704.96,27,1
521,20230123,6,12,5,4,57.9,1481741.66,294,1
522,20221025,10,12,7,5,34.9,306577.24,393,0
523,,10,10,3,1,9.1,1299920.11,375,1
524,20240811,10,6,1,3,44.9,341508.84,288,1
525,20230324,1,4,1,0,55.9,863770.86,209,1
526,20221008,2,11,8,2,27.7,1405823.17,79,1
527,20241107,5,9,3,2,54.8,867286.79,454,1
528,20231225,2,9,5,4,43.5,939147.08,170,1
529,20230211,10,9,6,5,65.9,1462682.29,147,1
530,20240913,6,5,10,2,27.1,960608.19,300,1
531,20230428,4,12,3,6,19.4,692598.5,292,1
532,20220826,-1,12,2,1,60.5,344619.39,99,1
533,20231101,3,8,5,5,17.6,368196.26,70,0
534,20220907,5,2,7,5,41.4,1607614.76,359,1
535,20240908,5,2,9,3,7.5,440236.96,453,0
536,20240601,3,10,8,1,12.3,545909.27,44,1
537,20230416,7,5,9,5,54.5,113925.26,101,1
538,20240125,10,6,4,3,39.1,1086102.91,15,1
539,20220713,2,5,10,1,42.6,119283.26,404,1
540,20240907,1,10,8,3,50.7,257044.16,19,0
541,20240617,8,1,5,5,65.7,1102253.26,465,1
542,20230707,3,8,9,5,61.4,698988.5,442,1
543,,6,11,3,5,18.9,949806.5,173,1
544,20240228,1,11,3,3,36.9,906424.33,466,1
545,20220114,10,5,8,3,57.1,1576371.84,96,1
546,20240813,7,5,1,1,58.2,1870192.93,176,1
547,20220601,7,5,7,10,35.1,635743.74,70,1
548,20220711,3,7,3,1,25.8,1132000.36,474,0
549,20221226,6,7,3,4,3.4,1970369.43,346,0
550,20231018,10,10,2,5,64.9,1606063.98,372,1
551,20220222,10,3,7,5,,580011.81,204,1
552,20220911,9,4,6,0,41.3,200782.71,498,1
553,20241114,8,8,2,1,5.6,695624.16,110,1
554,20231221,10,4,1,1,55.8,801387.52,29,1
555,20220720,8,7,7,1,47.2,419653.25,335,1
556,20220323,99,3,7,1,21.3,739410.31,104,1
557,20220827,4,10,3,4,12,1877289.86,38,1
558,20230319,10,10,1,3,22,341063.67,350,1
559,20230324,2,9,3,5,68,1222643.93,39,1
560,20220412,4,8,5,1,60.5,1016327.23,61,1
561,20240126,3,12,3,2,47.8,1820593.86,378,0
562,20230703,2,10,5,1,6.9,1630206.19,197,1
563,20230706,10,3,5,4,54.9,780525.07,13,1
564,,-1,3,5,4,44.5,899462.56,428,0
565,20240626,5,5,1,3,36.3,1258499.76,391,1
566,20230105,3,7,1,1,22.3,1432537.76,481,1
567,20230727,10,1,8,2,68.1,1567106.1,377,1
568,20230901,1,4,1,5,66.9,55890.43,479,1
569,20240904,9,11,3,2,8.9,241938.35,42,1
570,20240812,9,9,2,1,47.9,1522724.63,348,1
571,20241027,3,6,6,2,16.1,291111.97,310,1
572,20240715,2,2,10,4,34.5,1841832.39,396,1
573,20220130,9,6,3,1,8.6,1714508.1,486,0
574,20220118,9,4,3,3,41.3,214357.73,400,1
575,20230804,6,10,10,3,13.1,75320.35,374,1
576,20240715,7,8,1,5,N/A,1902945.62,270,1
577,20230101,10,9,2,5,30,1355894.19,324,1
578,20221031,9,5,7,2,44,1595315.65,435,1
579,20220129,6,11,7,3,62.7,1012339.91,4,1
580,20230202,6,2,3,3,65.6,1344431.91,380,1
581,20220309,4,12,7,1,39.4,1501602.58,207,0
582,20230315,1,1,8,4,59.9,207415.58,272,1
583,20221108,9,10,9,2,64.1,1280170.38,294,1
584,20221223,2,11,6,5,62.2,1123209.79,275,1
585,20220109,6,12,1,-1,43.4,1103425.25,69,1
586,20230603,8,1,5,5,4.9,387950.73,425,1
587,20241009,5,2,6,1,36.5,1847892.6,470,1
588,20230610,10,10,6,5,37.9,1157710.26,426,1
589,20241020,5,8,6,4,55.3,1809506.09,21,0
590,20230816,9,4,4,5,63.2,1001395.1,492,1
591,20220510,7,11,2,3,33.9,1662243.64,294,1
592,20240224,1,10,3,3,28.8,1440281.83,10,1
593,20240826,10,7,1,3,52.9,1650312.32,205,0
594,20240829,2,9,10,1,63.4,468392.84,419,0
595,20220216,8,10,6,1,58,348450.67,195,1
596,20230607,5,5,6,1,53.6,271855.31,32,1
597,20240303,8,6,7,1,31,1455524.05,63,1
598,20240312,4,8,5,2,56.5,142959.5,298,1
599,20220712,5,2,1,2,18.8,1962873.54,259,1
600,20220828,9,2,3,1,66.6,712561.67,467,1
601,20220706,3,12,1,3,45.2,853648.31,236,0
602,20220911,3,11,6,3,34.2,1577861.35,490,1
603,20241216,4,2,5,2,39.2,1118622.61,431,1
604,20240425,9,4,6,4,21.2,759182.3,34,1
605,20241211,2,2,4,5,54.2,163585.98,319,1
606,20230417,1,4,3,3,0.5,432435.84,330,1
607,20231109,10,10,2,4,56.7,1978402.67,410,1
608,20221028,4,6,1,2,61.8,1595863.2,10,1
609,20221204,8,4,8,5,53.4,1470740.34,332,0
610,20240806,9,9,3,4,67.5,550943.18,363,1
611,20220211,3,12,4,2,13.7,1732299.73,271,1
612,20240601,8,7,3,1,67.4,581560.43,202,0
613,20220803,6,8,1,1,40,885006.88,166,1
614,20231209,7,4,7,3,54.8,983215.78,417,1
615,20220201,9,8,1,1,63.5,1367383.16,494,1
616,20221223,3,8,1,4,70.1,86583.18,83,1
617,20220206,8,12,1,3,30.3,1101648.88,313,1
618,20240101,2,12,8,1,63.7,666043.17,495,1
619,20240519,4,5,7,4,53.6,1715051.54,258,1
620,20220816,10,11,9,2,22.7,1544074.99,269,0
621,20240924,2,10,3,3,2.9,34467.14,366,1
622,20220219,1,9,9,1,15.3,322583.66,124,1
623,20220820,9,5,3,2,-2,1885475.66,102,1
624,20230321,10,6,1,3,14.2,1694181.74,253,1
625,20220519,4,3,10,5,29.7,1927610.76,290,1
626,20240229,3,10,9,5,65.4,1161823.61,166,1
627,20240506,4,4,6,1,10.6,1077131.83,485,1
628,20230401,2,8,7,2,60.3,371012,429,1
629,20220323,7,1,1,2,24.7,1234277.59,2,1
630,20220530,7,5,3,1,30.1,369862.62,65,1
631,20230607,5,2,9,4,50.2,353577.91,91,1
632,20220518,1,7,9,4,8.9,636170.79,430,1
633,20231129,3,12,6,5,25.3,1304613.49,319,0
634,20220327,4,8,3,3,14.8,978391.41,371,1
635,20241017,2,9,6,2,42.3,1528569.49,218,1
636,20230525,7,3,5,3,53.7,1974614.21,276,1
637,20231224,3,8,6,4,49.9,1159906.45,455,1
638,20241116,4,6,3,3,20.3,351295.61,1,1
639,20231106,8,10,6,3,68.4,468612.79,409,1
640,20241026,5,11,7,4,49.1,217956.77,1,1
641,20230612,10,1,7,1,29,1087909.36,232,0
642,20241106,2,11,5,2,3.8,96031.91,132,1
643,20221013,9,1,1,4,29.8,498577.56,281,1
644,20220809,2,2,6,3,20.8,1645871.93,394,1
645,20240217,2,11,7,1,35.3,229864.24,244,1
646,20220827,8,3,5,1,66.5,1290519.53,96,1
647,20230731,10,5,1,2,5.3,1437700.61,249,1
648,20230825,1,7,2,3,32.3,1008020.63,496,1
649,20220407,1,2,3,2,27.9,923964.25,363,1
650,20240808,5,1,5,3,45.7,511405.12,380,1
651,20240602,9,6,9,5,51.6,123403.54,117,1
652,20220404,10,1,10,3,51.3,313959.4,474,1
653,20241214,2,2,2,2,5.7,1696036.37,246,1
654,20240523,9,6,8,4,8.2,1711451.55,440,1
655,20240827,3,9,3,4,44.9,451813.61,203,1
656,20240901,6,2,10,4,1.6,1355785.08,333,1
657,20241120,7,3,3,4,21,11947.02,109,1
658,20230526,1,10,3,1,36.5,754538.48,45,1
659,20230214,8,8,1,4,11.9,1226215.73,223,1
660,20230121,9,11,2,4,16.1,1166900.94,182,1
661,20230104,6,12,1,4,68.6,1178074.03,192,1
662,20220211,4,1,7,3,63.6,1288841.38,76,1
663,20220620,2,2,3,5,50,1057661.2,194,1
664,20221003,8,1,9,2,28.8,817850.76,449,1
665,20241118,1,2,3,3,69.8,1755026.6,367,0
666,20230705,3,3,1,2,15,91649.09,28,1
667,20231030,1,1,7,2,66.2,935261.05,497,1
668,20240910,3,2,1,2,33.4,951939.14,39,0
669,20240608,4,1,6,10,31.7,1716050.25,100,1
670,20230321,9,4,5,5,11,1164379.67,306,1
671,,10,3,6,10,34.1,1020966.97,410,1
672,20220826,6,7,3,5,N/A,1047927.55,447,1
673,20241219,6,12,5,3,16.1,346057.05,377,1
674,20220410,8,10,2,5,27.8,1597238.46,34,1
675,20230916,1,10,8,5,22,1153598.32,376,1
676,20240422,7,6,5,5,17.3,620112.96,237,1
677,20230731,7,9,3,5,25.8,1661359.89,154,1
678,20230221,0,5,1,5,52.2,1328672.76,74,1
679,20241121,10,6,1,1,46.5,283380.26,500,0
680,20220527,10,11,1,5,51.7,1443877,463,1
681,20240419,9,8,3,1,47.6,479596.13,108,0
682,20240123,,2,1,5,59.8,1942658.68,116,0
683,20221015,10,10,10,5,60.7,390570.67,78,1
684,20241215,7,12,7,1,56.9,1443045.6,489,1
685,20220416,5,5,3,5,70.1,1222466.44,289,1
686,20221123,3,1,7,1,17.5,1830243.67,114,1
687,20240825,3,6,9,3,6.9,390701.78,301,1
688,20230313,4,3,8,4,59.6,639525.08,103,1
689,20230117,8,12,5,2,70.8,80620.19,379,1
690,20240304,5,2,3,1,20,7766.48,328,1
691,20220921,6,2,9,2,39.6,1382300.28,173,1
692,,6,10,5,4,43.1,283920.18,486,1
693,20241029,3,11,10,3,15.3,1860538.66,440,1
694,20230803,4,2,6,4,34.5,1308969.95,284,1
695,20240426,3,1,5,1,45.2,854696.34,276,1
696,20230522,6,8,3,0,19.5,1352852.61,231,1
697,20240930,10,10,7,2,14.9,502107.62,40,1
698,20221230,5,2,3,3,36.9,1959901.46,277,1
699,20220304,7,9,2,1,57.3,887729.74,458,1
700,20220615,5,11,9,3,54.4,901048.36,430,1
701,20240812,7,5,1,5,9.6,871607.24,403,1
702,20220715,6,7,9,2,56.6,977147.06,124,1
703,20221210,1,1,2,2,56.5,736769.05,78,1
704,20240113,7,8,4,2,33.6,139451.15,171,1
705,20240806,6,11,4,4,11,230165.97,315,1
706,20230507,1,6,1,2,28.1,1857468.82,448,1
707,20230510,9,2,6,5,70.2,710988.93,280,1
708,20231016,6,9,2,3,31.1,1371934.36,161,1
709,20231030,6,7,1,3,53.3,1354136.52,69,1
710,20220829,5,5,10,3,2.5,970738.56,99,1
711,20240316,1,2,6,5,59.7,697143.47,496,1
712,20240110,5,3,1,1,22.5,425847.26,473,1
713,20221007,9,1,9,3,71.5,140015.91,264,1
714,20240904,3,9,3,2,2.2,446902.46,56,1
715,20241014,5,7,8,3,51.7,777710.14,286,1
716,20230725,6,11,1,4,4.3,369136.46,269,1
717,20230403,6,4,3,5,19.1,1163641.52,302,1
718,20230707,3,12,6,1,57.3,1442582.35,208,1
719,20230319,5,2,1,3,63.3,847139.7,255,1
720,20230407,5,12,7,5,,1899580.21,357,1
721,20220120,9,12,3,5,26.1,1938320.81,223,1
722,20231004,6,6,9,4,8.4,46653.1,341,1
723,20220527,6,11,2,0,48.7,938912.86,152,1
724,20220828,3,11,8,3,11.7,167862.03,106,1
725,20220409,10,8,6,2,9,1772684.35,230,1
726,20221007,9,2,9,1,63.8,1402762.8,497,1
727,20230430,10,9,3,2,1.4,,318,0
728,20230116,1,9,8,5,37,1760670.77,496,1
729,20241206,3,2,4,4,48.6,1283417.26,412,1
730,20240814,7,7,1,5,20.6,290806.49,229,1
731,20240508,4,12,8,1,25.3,1835823.48,1,1
732,20220129,3,7,7,3,54.1,1001128.51,276,1
733,20221216,4,11,9,3,28.3,474935.95,377,0
734,20231011,7,2,1,1,13.8,82545.78,337,1
735,20230904,4,7,10,1,52.2,96817.91,483,0
736,20231213,10,7,5,3,34.8,118223.34,173,1
737,20241202,9,8,7,-1,67.6,1799796.02,229,0
738,20231029,6,7,3,2,52.2,1815155.67,387,1
739,20220522,10,6,5,4,46.8,1123844.4,287,1
740,20240515,8,4,1,5,32.8,654188.78,179,0
741,20240612,7,10,7,2,41.7,1630118.13,389,0
742,20231109,3,1,1,3,18.8,1896848.94,457,1
743,20231021,10,5,1,5,44.5,313132.56,132,1
744,20230828,8,8,5,1,19.6,781643.58,423,1
745,20231215,6,11,3,5,36.7,954587.07,383,1
746,20240321,1,4,1,3,48.3,1424003.41,108,1
747,20221202,10,7,9,4,61.7,257542.95,30,0
748,20241213,6,12,3,2,38.2,1152902.67,57,1
749,20230810,5,4,1,3,64.3,851132.58,356,1
750,20230717,8,3,3,2,17,1501809.63,14,1
751,20241011,3,4,1,1,54.3,1529217.75,332,1
752,20230709,9,1,6,1,6,N/A,367,1
753,20240921,0,7,6,2,25.9,1250813.92,451,1
754,20220606,10,6,2,5,28.3,17114.03,454,1
755,20220726,1,7,10,2,23.4,589983.83,167,1
756,20220901,9,2,1,1,69.2,712138.85,424,1
757,20230628,8,6,5,4,15.1,1613428.77,467,0
758,20241015,8,11,6,4,56.9,118106.12,2,1
759,20220928,5,10,5,4,6.9,333896.15,326,1
760,20240728,4,7,7,4,0.6,1287569.47,419,1
761,20230712,3,10,1,4,33.8,1746905.39,20,1
762,20230831,5,6,9,3,51.2,842785.71,197,0
763,20240813,4,9,1,2,20.3,972552.28,454,0
764,20240803,9,7,10,2,41.8,213746.63,416,1
765,20230814,5,9,5,2,-2,1560123.02,179,1
766,20220221,8,12,1,5,3.7,960970.82,307,1
767,20240628,-1,1,2,5,21.8,1293067.7,490,1
768,20220911,8,12,8,1,22.6,875152.97,216,1
769,20220220,10,5,3,2,44.3,649995.43,479,1
770,20220303,5,9,1,3,55.1,656434.15,354,1
771,20220926,10,10,5,1,17.9,591125.45,369,1
772,20240405,4,2,1,3,21.2,834779.6,455,1
773,20220612,1,2,6,3,13.4,958001.39,17,1
774,20241010,0,10,6,4,31.9,1074360.42,188,1
775,20241125,7,9,9,2,64.7,1050760.85,471,1
776,20220619,4,10,1,1,6.1,932832.54,358,1
777,20240924,9,3,3,2,5.8,293990.79,142,1
778,20220608,5,12,9,1,28.6,756122.52,390,1
779,20240420,2,12,10,4,33.8,1351778.58,414,1
780,20230505,3,8,1,4,65.8,309739.73,271,1
781,20231101,10,7,2,5,39.9,1210435.69,13,0
782,20220105,6,8,5,3,66.1,1198072.95,316,1
783,20241201,4,4,7,5,53.4,1467353.22,147,0
784,20230224,7,10,1,5,61.7,60793.27,416,1
785,20240504,4,2,1,4,61.7,1381278.86,333,1
786,20240615,6,11,6,1,0.6,998038.67,70,1
787,20231009,5,3,4,3,62.2,812289.06,50,1
788,20220225,3,6,3,1,25.9,1819169.6,435,1
789,20220810,7,3,1,4,34.2,144265.24,185,1
790,20240822,7,6,1,3,34.4,781995.8,353,1
791,20240415,10,11,6,2,63.9,1457762.33,350,1
792,20220505,1,8,3,5,41,653713.19,132,1
793,,8,2,1,5,9.3,698221.11,96,1
794,20220203,2,2,3,4,12.5,1863642.2,5,1
795,20220124,,6,7,4,71.1,1683018.71,291,1
796,20241125,5,11,1,2,6.6,-500,249,1
797,20240302,7,4,7,3,50.9,608658.95,459,1
798,20231230,9,9,10,1,48.1,679752.02,174,1
799,20240225,6,2,1,3,16.2,1029162.82,211,1
800,20241114,5,4,9,1,33.6,71271.04,310,1
801,20220601,10,8,1,1,71.7,1999663.07,433,1
802,20220711,7,3,3,4,50.7,1452734.37,224,1
803,20241116,7,3,5,3,11.9,1991497.83,125,1
804,20240103,6,2,3,1,52.8,1492311.77,143,1
805,20220402,6,7,1,2,62.6,921723.34,229,1
806,20240326,8,10,2,5,54.1,587189.19,95,1
807,20220713,5,10,3,4,12.6,161231.98,347,0
808,20230729,8,2,9,4,3.2,1150827.47,313,1
809,20231125,8,10,5,1,68.2,-500,281,1
810,20231216,5,5,8,5,38.2,555901.1,179,0
811,20230805,4,11,3,2,37.9,849064.48,450,1
812,20220803,10,5,1,5,51.2,131598.91,346,1
813,20230324,8,1,6,6,3.2,72860.35,370,1
814,20241230,10,5,10,4,15,813281.98,443,0
815,20240610,9,4,5,4,23,168661.63,304,1
816,20230305,6,6,5,6,58.6,1762422.9,273,1
817,20240822,3,10,5,1,41.2,151957.54,274,1
818,20220416,5,8,9,3,6,1086327.48,10,1
819,20221021,4,12,7,4,12.7,149809.36,249,1
820,20230203,2,9,5,3,36.9,757190.61,273,1
821,20240506,1,6,2,3,18,392064.36,338,1
822,20230406,4,8,1,4,35.4,286577.1,334,1
823,20231114,9,12,10,1,13.3,994298.39,353,1
824,20240119,3,2,3,3,65.4,106136.55,157,1
825,20231216,1,9,2,5,45.7,196868.81,468,1
826,20231222,1,7,5,1,51.4,1892204.03,154,1
827,20220430,5,5,5,2,66.6,1731888.01,333,1
828,20230105,7,1,2,3,54,1595378.26,279,1
829,20240904,9,12,1,1,13.3,1030742.89,275,1
830,20220310,10,9,5,6,23.1,547883.36,94,0
831,20240629,5,6,1,10,70.5,92225.59,453,1
832,20221102,10,11,1,4,71.6,774753.58,343,1
833,20240602,7,2,5,4,1.2,1284995.27,328,1
834,20220906,4,8,8,2,9.6,1957732.4,363,1
835,20220811,7,2,9,3,37.3,975927.06,445,1
836,20221206,2,3,3,1,61.6,1882986.19,265,1
837,20230707,4,11,1,5,54.9,842360.9,89,1
838,20240803,8,9,5,2,14.4,153794.93,239,1
839,20220317,2,4,1,5,22.7,182051.64,423,1
840,20230326,2,1,3,5,62.1,398363.77,451,1
841,20230109,2,7,1,3,25.7,655238.69,396,0
842,20231012,10,11,3,2,37.4,429718.15,241,1
843,20240521,5,3,9,2,10.5,1119278.86,22,1
844,20220815,4,5,6,3,57.5,1403763.86,58,1
845,20240223,5,1,3,2,64.5,862964.54,326,1
846,20230108,5,10,5,5,56.7,294297.97,392,0
847,20230926,2,4,6,4,22,748901.26,415,1
848,20230721,1,6,1,1,35.4,217658.27,164,1
849,20230616,1,4,8,5,44.8,821619.39,65,1
850,20231212,10,12,9,3,56.9,1679131.46,79,1
851,20241205,1,1,3,2,5.1,1590433.06,205,1
852,20240725,4,3,6,4,10.5,768496.18,166,1
853,20241024,7,9,1,10,22.2,1101664.66,484,1
854,20231222,4,8,7,2,13.6,551002.63,183,1
855,20240519,9,8,7,4,71.8,356679.27,123,0
856,20230628,7,10,8,2,28.4,1446501.03,225,1
857,20220522,9,7,3,2,35.2,318167.91,446,1
858,20230407,4,1,7,5,62.3,1683433.61,204,1
859,20221028,9,12,10,1,16,780920.7,472,0
860,20231224,2,5,4,3,10.6,1829654.39,196,0
861,20230624,6,3,9,3,35.9,1786530.78,337,1
862,20220415,5,8,3,99,38.1,1144140.02,107,1
863,20220213,5,2,9,3,5.4,1625389.06,400,0
864,20240518,9,11,7,2,20.9,852514.09,6,1
865,20240716,99,8,7,1,33.5,1487003.18,321,0
866,20230908,3,11,3,3,21.6,168284.83,84,1
867,20230228,4,11,7,4,59.7,757648.26,447,1
868,20230128,4,6,7,2,12.1,1123686.77,239,1
869,20230608,3,3,9,3,15.7,620397.92,77,1
870,20220322,10,11,1,5,68.9,1440207.17,41,1
871,20240416,4,3,3,4,45.5,417111.45,27,1
872,20230118,5,1,5,3,39.1,132141.14,167,1
873,20240526,4,8,5,1,46.4,1855743.17,319,1
874,20241207,5,4,1,1,43,369713.34,361,1
875,20220708,5,2,1,3,48.1,216539.7,377,1
876,20240215,2,11,6,3,67.9,1835102.15,412,1
877,20230607,6,6,1,3,,1145565.38,427,1
878,20220221,10,11,5,5,63.6,1116531.86,183,1
879,20231123,9,4,2,2,29.1,1700884.75,197,1
880,20240606,2,8,6,1,4.8,1803091.06,427,1
881,20220424,6,3,9,5,33.1,835578.08,336,1
882,20231211,3,4,2,4,27.2,1758212.62,84,1
883,20220129,9,11,9,3,66.3,500084.06,193,1
884,20240627,9,6,1,1,9.8,735277.98,36,1
885,20240404,1,11,3,4,20.2,748972.33,489,1
886,20230721,2,2,3,1,38.5,1889074.42,424,0
887,20230815,5,9,6,2,39.3,1129252.86,415,1
888,20220103,1,11,2,5,60.3,731755.22,12,1
889,20220213,8,2,8,2,38.6,487776.88,107,1
890,20230414,2,5,6,2,40.3,925838.41,367,1
891,20230122,5,12,8,4,68.7,1959982.06,269,1
892,20230421,5,4,2,5,57.4,1246976.51,131,0
893,20230616,2,2,1,4,50.2,1448309.06,320,1
894,20220323,8,9,3,1,32.5,59905.27,255,1
895,20220501,5,3,5,2,3.5,1970558.87,344,1
896,20220820,6,3,10,4,38.5,-,192,1
897,20240701,,5,7,3,27.6,740584.05,62,1
898,20220304,8,9,7,4,6.8,1043093.57,267,1
899,20221206,6,4,6,1,23,1769506.26,41,1
900,20240909,3,9,3,5,65.3,333145.22,120,1
901,20240814,2,7,3,3,38.3,802478.59,111,1
902,20241215,5,4,7,4,0.7,1093895.77,173,1
903,20220510,10,2,1,5,21.4,1706827.68,485,1
904,20230718,8,6,6,2,40.8,1726028.39,310,1
905,20220726,4,7,1,3,30.2,1479844.7,376,1
906,20230805,7,11,1,2,65.8,985694.82,230,1
907,20240818,9,8,10,4,27.9,1177644.89,412,1
908,20220712,8,3,2,3,27.9,1692853.07,342,1
909,20220918,9,2,7,2,39.7,566623.29,438,0
910,20230709,10,12,7,3,31.9,1084984.77,52,1
911,20230519,5,9,5,4,20.5,898776.69,491,1
912,20230615,7,7,5,5,41,1198540.83,386,0
913,20230901,9,6,7,3,11.8,456176.81,276,1
914,20231123,2,2,3,2,47.1,125550.33,464,1
915,20220504,4,12,1,2,17.8,560041.34,436,0
916,20231209,2,11,1,3,47.7,574403.07,407,1
917,20230708,8,9,8,1,55.9,544865.01,291,1
918,20220922,9,10,7,1,48.2,1067121.45,85,1
919,20220224,9,7,1,2,42.6,84098.25,202,1
920,20220407,1,11,3,5,5,10372.12,126,1
921,20220122,10,2,9,4,61.1,1013788.83,159,1
922,20240707,10,2,2,2,25.2,1286616.24,77,1
923,20240804,2,7,9,2,11.9,245232.83,159,1
924,20220405,1,8,4,1,4.8,1708397.27,397,1
925,20241227,1,3,3,3,39.9,583522.91,188,1
926,20240115,6,1,1,2,55.8,1613074.69,316,1
927,20220314,3,8,3,3,28.1,N/A,426,1
928,20231107,5,1,7,5,53.8,514847.83,149,1
929,20221105,2,12,6,3,41.5,1210198.23,282,1
930,20231014,8,5,2,1,36,120216.34,296,1
931,20220316,4,5,9,2,-2,N/A,417,1
932,20230321,10,3,6,4,40.8,159888.82,323,1
933,20240131,3,5,9,3,22.7,441066.23,63,1
934,20231126,3,11,9,5,24.1,784527.79,294,1
935,20221017,10,2,1,4,28.3,450925.28,271,1
936,20230205,4,1,6,5,51,876901.41,330,1
937,20240829,9,2,5,4,27.7,1206923.99,283,1
938,20241029,4,7,1,4,47.2,1315800.67,369,1
939,20230729,7,11,3,5,17.4,1662719.26,124,1
940,20220513,9,9,9,3,30.6,1748687.3,94,1
941,20220325,3,8,9,4,42.6,1682816.75,158,1
942,20240704,5,7,7,1,22.1,901265.85,125,1
943,20240829,9,10,1,1,65,128122.8,252,1
944,20221124,5,8,3,4,29.6,569085.22,229,1
945,20241013,2,10,3,5,58.5,1058612.55,52,1
946,20240112,7,11,10,1,66.5,779267.3,430,0
947,20240524,1,12,6,2,68.1,65795.28,147,1
948,20240203,8,2,7,5,68.4,-,41,1
949,20221113,2,4,1,4,14.4,1670229.44,397,0
950,20230724,5,11,7,5,10.9,408699.95,302,1
951,20240709,9,6,9,2,9.8,1712705.04,475,1
952,20220104,6,10,2,1,50.2,1138533.11,375,1
953,20220616,2,1,6,5,42.9,1054867.16,142,1
954,20240718,9,7,9,4,36,569162.05,293,1
955,20230402,3,12,5,2,32.6,330858.22,331,1
956,20240921,8,3,6,4,20.6,1435033.88,129,1
957,20220702,5,11,10,5,9.6,1647486.16,57,1
958,20240416,4,7,6,2,34.3,1490209.39,321,1
959,20231006,4,2,3,4,55.7,105272.22,354,1
960,20220718,7,3,6,1,23.4,1531207.91,317,0
961,20220712,2,9,1,1,18.9,1822003.63,277,1
962,20221027,5,5,7,5,19.4,793373.13,12,1
963,20220420,3,6,2,3,56.4,560831.9,123,1
964,20240421,3,6,2,3,22.6,487825.13,394,1
965,20220327,1,6,6,3,32.5,199594.28,35,1
966,20240807,4,10,9,4,23.2,740468.77,469,1
967,20220502,5,7,5,1,62.4,1075714.72,471,1
968,20230804,5,11,7,4,34.7,1119018.54,9,1
969,20231004,5,12,6,3,49.4,1360776.14,8,1
970,20241017,2,4,3,1,4.1,1762693.75,362,1
971,20240102,9,1,5,5,17.5,1651814.63,81,1
972,20220207,7,12,5,2,56.8,1514793.91,204,1
973,20220817,8,10,2,5,63.9,1231381.36,211,1
974,20220714,7,9,10,2,0.6,946089.75,373,1
975,20240503,4,10,2,5,65.7,99501.07,491,1
976,20231231,7,3,6,1,60.4,1493290.45,426,0
977,20240904,1,4,5,5,5.4,333894.01,317,1
978,20221025,5,7,6,2,55.3,1066501.7,319,1
979,20240326,9,4,3,5,44.5,1052447.91,137,0
980,20240930,9,2,1,4,6.2,421331.2,467,1
981,20220117,5,3,6,2,58.7,1227010.94,183,1
982,20240525,1,2,1,2,44.6,313651.34,205,0
983,20220402,2,10,3,4,33.3,457238.51,22,1
984,20230910,8,5,6,5,20.7,382725.61,103,1
985,20240204,10,9,10,2,31.3,236830.5,433,1
986,20240712,8,4,8,5,58.9,1399039.81,288,1
987,20240110,5,1,3,3,70.9,735339.4,166,1
988,20220627,3,11,2,4,16.7,771649.44,322,0
989,20220425,9,9,3,3,38.7,1010319.9,123,1
990,20220326,5,12,7,3,48.8,455570.27,203,1
991,20220808,0,6,10,2,39,399515.59,15,1
992,20230118,8,9,5,5,-2,252560.91,246,1
993,20240522,4,3,5,4,66.3,726875.12,111,1
994,20230831,1,7,9,5,13.9,1961250.81,293,0
995,20230214,7,12,10,1,41.4,1290066.87,194,1
996,20220327,10,10,1,5,62.7,373569.49,174,1
997,20230728,9,7,5,1,53.3,1169333.64,409,0
998,20220105,7,3,1,1,11.6,1675840.73,160,1
999,20220803,1,3,1,3,24.5,1111494.77,226,1
1000,20220826,9,7,3,4,46,129334.46,74,1
1001,20220331,6,2,1,1,8.6,215202.28,88,1
1002,20220225,4,3,1,5,32.8,200113.26,102,1
1003,20230301,2,7,2,5,50,1869907.84,454,1
1004,20220312,7,1,8,2,18,1875530.46,57,1
1005,20240824,4,10,7,1,17,90176.95,493,0
1006,20241219,2,9,9,1,46.5,323871.44,414,1
1007,20230710,9,8,1,5,32.3,767359.01,48,0
1008,20230820,5,3,2,2,37.6,473555,195,0
1009,20240111,5,9,1,2,55.8,1865251.73,158,0
1010,20220906,7,2,1,4,21.3,1243599.08,385,1
1011,20220408,8,10,1,4,31.2,1785631.12,180,1
1012,20230125,9,10,6,2,0,41702.49,257,1
1013,20231008,9,1,8,1,35.9,873480.03,372,1
1014,20220117,6,1,4,2,44.2,570382.08,5,1
1015,20240718,,8,5,4,28.1,1668288.75,370,1
1016,20221215,4,9,10,2,55.5,224305.43,12,0
1017,20240904,9,9,8,2,60.3,18121.55,317,1
1018,20230716,8,12,7,5,10.9,1233705.73,101,1
1019,20230816,9,3,9,4,34,1532674.58,324,1
1020,20240925,0,7,7,4,16.4,1206380.72,287,1
1021,20240918,9,8,5,4,33.7,764905.83,122,1
